order_id,category,sub_category,region,season,sale_price,cost_price,units_sold,inventory_days,discount_pct,revenue,cogs,profit,profit_margin_pct,inventory_status,profit_status
41,Food & Beverage,Beverages,West,Summer,1233.86,1043.87,194,1.0,0.1,215431.96,202510.78,12921.18,6.0,Fast Moving,Profit
42,Clothing,Footwear,North,Spring,1407.94,836.03,170,44.0,0.24,181905.85,142125.1,39780.75,21.87,Fast Moving,Profit
43,Electronics,Cameras,South,Spring,1226.91,592.15,135,88.0,0.19,134162.61,79940.25,54222.36,40.42,Slow Moving,Profit
44,Food & Beverage,Beverages,West,Summer,1781.11,1042.3,92,15.0,0.17,136005.56,95891.6,40113.96,29.49,Fast Moving,Profit
45,Sports,Apparel,North,Summer,1089.86,615.35,58,36.0,0.01,62579.76,35690.3,26889.46,42.97,Fast Moving,Profit
46,Food & Beverage,Dairy,South,Autumn,262.85,173.19,53,26.0,0.08,12816.57,9179.07,3637.5,28.38,Fast Moving,Profit
47,Furniture,Lamps,North,Autumn,179.84,84.65,116,123.0,0.04,20026.98,9819.4,10207.58,50.97,Slow Moving,Profit
48,Food & Beverage,Packaged Foods,North,Summer,1037.44,600.87,145,1.0,0.12,132377.34,87126.15,45251.19,34.18,Fast Moving,Profit
49,Sports,Apparel,West,Summer,166.13,76.44,117,42.0,0.21,15355.4,8943.48,6411.92,41.76,Fast Moving,Profit
50,Electronics,Laptops,South,Summer,321.31,176.75,126,44.0,0.03,39270.51,22270.5,17000.01,43.29,Fast Moving,Profit
51,Clothing,Footwear,North,Spring,1280.16,840.65,192,72.0,0.13,213837.93,161404.8,52433.13,24.52,Slow Moving,Profit
52,Furniture,Lamps,South,Winter,325.71,162.23,29,110.0,0.03,9162.22,4704.67,4457.55,48.65,Slow Moving,Profit
53,Clothing,Mens Wear,East,Spring,629.71,530.09,197,11.0,0.15,105444.94,104427.73,1017.21,0.96,Fast Moving,Profit
54,Clothing,Kids Wear,West,Spring,934.7,663.55,10,28.0,0.28,6729.84,6635.5,94.34,1.4,Fast Moving,Profit
55,Electronics,Accessories,South,Winter,755.48,529.1,186,123.0,0.21,111010.23,98412.6,12597.63,11.35,Slow Moving,Profit
56,Food & Beverage,Packaged Foods,West,Winter,1288.41,593.45,128,16.0,0.19,133582.35,75961.6,57620.75,43.14,Fast Moving,Profit
57,Sports,Supplements,West,Winter,782.46,553.45,161,54.0,0.19,102040.61,89105.45,12935.16,12.68,Fast Moving,Profit
58,Electronics,Laptops,North,Winter,1811.65,957.12,141,69.0,0.06,240116.09,134953.92,105162.17,43.8,Slow Moving,Profit
59,Food & Beverage,Beverages,South,Spring,197.94,143.15,81,1.0,0.15,12826.51,11595.15,1231.36,9.6,Fast Moving,Profit
60,Electronics,Mobile Phones,East,Spring,997.11,725.05,114,44.0,0.19,92073.14,82655.7,9417.44,10.23,Fast Moving,Profit
61,Electronics,Accessories,North,Spring,1935.49,1295.21,101,74.0,0.3,136839.14,130816.21,6022.93,4.4,Slow Moving,Profit
62,Food & Beverage,Packaged Foods,West,Summer,507.53,346.25,151,27.0,0.28,55178.66,52283.75,2894.91,5.25,Fast Moving,Profit
63,Clothing,Mens Wear,West,Spring,1362.89,1016.67,99,56.0,0.1,121433.5,100650.33,20783.17,17.11,Fast Moving,Profit
64,Sports,Apparel,North,Winter,31.57,25.64,76,45.0,0.11,2135.39,1948.64,186.75,8.75,Fast Moving,Profit
65,Food & Beverage,Beverages,East,Winter,970.22,627.94,144,1.0,0.1,125740.51,90423.36,35317.15,28.09,Fast Moving,Profit
66,Electronics,Accessories,North,Autumn,1564.78,775.17,181,51.0,0.15,240741.4,140305.77,100435.63,41.72,Fast Moving,Profit
67,Clothing,Kids Wear,South,Autumn,121.18,90.26,75,42.0,0.03,8815.84,6769.5,2046.34,23.21,Fast Moving,Profit
68,Clothing,Kids Wear,South,Spring,452.93,275.68,27,57.0,0.21,9661.0,7443.36,2217.64,22.95,Fast Moving,Profit
69,Clothing,Mens Wear,North,Spring,474.12,323.6,109,53.0,0.28,37208.94,35272.4,1936.54,5.2,Fast Moving,Profit
70,Food & Beverage,Snacks,West,Winter,758.76,366.78,189,5.0,0.11,127631.02,69321.42,58309.6,45.686072241685444,Fast Moving,Profit
71,Clothing,Kids Wear,East,Summer,1813.65,896.81,195,18.0,0.17,293539.25,174877.95,118661.3,40.42,Fast Moving,Profit
72,Sports,Supplements,West,Winter,243.88,173.08,1,15.0,0.2,195.1,173.08,22.02,11.29,Fast Moving,Profit
73,Sports,Gym Equipment,North,Winter,1061.46,662.92,58,49.0,0.02,60333.39,38449.36,21884.03,36.27,Fast Moving,Profit
74,Electronics,Cameras,East,Winter,160.11,82.69,49,60.0,0.21,6197.86,4051.81,2146.05,34.63,Fast Moving,Profit
75,Electronics,Laptops,North,Summer,1172.79,950.5,185,57.0,0.03,210457.17,175842.5,34614.67,16.45,Fast Moving,Profit
76,Clothing,Footwear,South,Winter,1297.23,785.22,60,17.0,0.18,63823.72,47113.2,16710.52,26.18,Fast Moving,Profit
77,Clothing,Mens Wear,North,Winter,1972.56,1438.52,145,17.0,0.18,234537.38,208585.4,25951.98,11.07,Fast Moving,Profit
78,Food & Beverage,Packaged Foods,North,Spring,1822.75,1419.95,82,1.0,0.15,131529.64,116435.9,15093.74,11.47554269896884,Fast Moving,Profit
79,Clothing,Mens Wear,East,Spring,842.3,693.29,109,23.0,0.23,70694.24,75568.61,-4874.37,-6.9,Fast Moving,Loss
80,Sports,Outdoor Gear,West,Autumn,309.33,212.71,63,21.0,0.12,17149.26,13400.73,3748.53,21.86,Fast Moving,Profit
81,Sports,Gym Equipment,North,Spring,942.7,580.64,129,51.0,0.22,94854.47,74902.56,19951.91,21.03,Fast Moving,Profit
82,Electronics,Cameras,North,Autumn,1540.28,1275.21,83,98.0,0.07,118894.21,105842.43,13051.78,10.98,Slow Moving,Profit
83,Food & Beverage,Beverages,North,Summer,510.37,285.75,4,29.0,0.19,1653.6,1143.0,510.6,30.88,Fast Moving,Profit
84,Clothing,Footwear,East,Summer,1001.35,641.35,3,7.0,0.15,2523.4,1924.05,599.35,23.75,Fast Moving,Profit
85,Furniture,Lamps,North,Summer,1936.27,939.79,57,78.0,0.13,96019.63,53568.03,42451.6,44.21,Slow Moving,Profit
86,Clothing,Mens Wear,North,Summer,1411.12,755.21,166,80.0,0.19,189739.2,125364.86,64374.34,33.93,Slow Moving,Profit
87,Electronics,Mobile Phones,South,Summer,1183.94,718.53,91,65.0,0.16,90500.37,65386.23,25114.14,27.75,Slow Moving,Profit
88,Electronics,Laptops,West,Autumn,799.12,558.45,51,50.0,0.21,32196.54,28480.95,3715.59,11.54,Fast Moving,Profit
89,Electronics,Accessories,South,Winter,1685.76,1277.08,84,67.0,0.15,120363.26,107274.72,13088.54,10.87,Slow Moving,Profit
90,Food & Beverage,Snacks,South,Autumn,1163.5,682.54,111,14.0,0.04,123982.56,75761.94,48220.62,38.89,Fast Moving,Profit
91,Food & Beverage,Packaged Foods,East,Autumn,286.27,202.21,104,1.0,0.26,22031.34,21029.84,1001.5,4.55,Fast Moving,Profit
92,Sports,Outdoor Gear,North,Summer,455.46,354.67,92,78.0,0.1,37712.09,32629.64,5082.45,13.48,Slow Moving,Profit
93,Clothing,Womens Wear,North,Spring,926.95,493.63,34,22.0,0.1,28364.67,16783.42,11581.25,40.83,Fast Moving,Profit
94,Food & Beverage,Dairy,North,Summer,172.7,138.06,63,1.0,0.11,9683.29,8697.78,985.51,10.177429365432616,Fast Moving,Profit
95,Sports,Gym Equipment,South,Winter,1614.34,1209.63,180,34.0,0.15,246994.02,217733.4,29260.62,11.85,Fast Moving,Profit
96,Food & Beverage,Beverages,West,Summer,1497.47,695.83,56,1.0,0.04,80503.99,38966.48,41537.51,51.6,Fast Moving,Profit
97,Electronics,Cameras,East,Autumn,1028.24,681.56,18,90.0,0.07,17212.74,12268.08,4944.66,28.73,Slow Moving,Profit
98,Clothing,Mens Wear,West,Summer,1132.29,890.3,86,1.0,0.1,87639.25,76565.8,11073.45,12.64,Fast Moving,Profit
99,Furniture,Lamps,North,Spring,692.42,442.86,138,89.0,0.03,92687.34,61114.68,31572.66,34.06,Slow Moving,Profit
100,Food & Beverage,Dairy,South,Summer,1119.91,766.71,83,44.0,0.11,82727.75,63636.93,19090.82,23.08,Fast Moving,Profit
101,Clothing,Mens Wear,South,Winter,1295.38,878.67,184,1.0,0.28,171611.94,161675.28,9936.66,5.79,Fast Moving,Profit
102,Clothing,Womens Wear,South,Autumn,980.74,775.11,190,29.0,0.09,169569.95,147270.9,22299.05,13.15,Fast Moving,Profit
103,Furniture,Office Chairs,East,Autumn,1053.78,647.19,36,105.0,0.0,37936.08,23298.84,14637.24,38.58,Slow Moving,Profit
104,Sports,Gym Equipment,South,Winter,1448.56,1127.48,194,47.0,0.17,233247.13,218731.12,14516.01,6.22,Fast Moving,Profit
105,Clothing,Footwear,South,Autumn,1678.78,893.16,154,14.0,0.15,219752.3,137546.64,82205.66,37.41,Fast Moving,Profit
106,Sports,Gym Equipment,West,Autumn,1417.39,1073.12,38,8.0,0.17,44704.48,40778.56,3925.92,8.78,Fast Moving,Profit
107,Furniture,Shelving,East,Winter,648.08,445.59,134,72.0,0.02,85105.87,59709.06,25396.81,29.84,Slow Moving,Profit
108,Furniture,Lamps,South,Spring,1372.3,665.77,63,82.0,0.2,69163.92,41943.51,27220.41,39.36,Slow Moving,Profit
109,Sports,Gym Equipment,North,Autumn,951.6,658.93,163,56.0,0.25,116333.1,107405.59,8927.51,7.67,Fast Moving,Profit
110,Furniture,Lamps,South,Summer,1866.55,1579.8,162,85.0,0.05,287262.04,255927.6,31334.44,10.91,Slow Moving,Profit
111,Electronics,Cameras,North,Winter,1445.98,678.51,93,66.0,0.06,126407.57,63101.43,63306.14,50.08,Slow Moving,Profit
112,Electronics,Cameras,North,Spring,1631.0,1167.92,154,51.0,0.27,183357.02,179859.68,3497.34,1.91,Fast Moving,Profit
113,Food & Beverage,Snacks,South,Spring,1369.13,863.62,104,1.0,0.09,129574.46,89816.48,39757.98,30.68,Fast Moving,Profit
114,Food & Beverage,Dairy,North,Spring,717.17,435.03,194,1.0,0.16,116870.02,84395.82,32474.2,27.79,Fast Moving,Profit
115,Clothing,Footwear,West,Autumn,1090.27,678.81,67,1.0,0.04,70126.17,45480.27,24645.9,35.15,Fast Moving,Profit
116,Food & Beverage,Dairy,East,Spring,995.89,743.52,155,37.0,0.24,117315.84,115245.6,2070.24,1.76,Fast Moving,Profit
117,Clothing,Womens Wear,North,Spring,1416.89,1078.86,33,31.0,0.15,36003.17,35602.38,400.79,1.11,Fast Moving,Profit
118,Furniture,Tables,North,Summer,1644.3,812.7,109,80.0,0.04,172059.55,88584.3,83475.25,48.52,Slow Moving,Profit
119,Food & Beverage,Dairy,North,Winter,308.34,167.03,76,41.0,0.21,18512.73,12694.28,5818.45,31.43,Fast Moving,Profit
120,Clothing,Mens Wear,West,Autumn,1918.56,1126.21,134,69.0,0.12,226236.6,150912.14,75324.46,33.29,Slow Moving,Profit
121,Food & Beverage,Dairy,South,Summer,1233.75,1005.19,104,63.0,0.01,127026.9,104539.76,22487.14,17.7,Slow Moving,Profit
122,Furniture,Shelving,West,Winter,1134.62,826.75,120,92.0,0.01,134792.86,99210.0,35582.86,26.4,Slow Moving,Profit
123,Furniture,Tables,North,Winter,755.13,360.63,51,44.0,0.28,27728.37,18392.13,9336.24,33.67,Fast Moving,Profit
124,Electronics,Laptops,South,Spring,1969.83,1547.42,182,62.0,0.25,268881.79,281630.44,-12748.65,-4.74,Slow Moving,Loss
125,Electronics,Laptops,East,Summer,1042.49,715.68,149,87.0,0.06,146011.15,106636.32,39374.83,26.97,Slow Moving,Profit
126,Furniture,Office Chairs,East,Autumn,834.86,664.05,38,76.0,0.1,28552.21,25233.9,3318.31,11.62,Slow Moving,Profit
127,Sports,Outdoor Gear,East,Summer,1837.72,1258.52,187,22.0,0.05,326470.96,235343.24,91127.72,27.91,Fast Moving,Profit
128,Clothing,Kids Wear,West,Summer,77.42,44.48,29,27.0,0.17,1863.5,1289.92,573.58,30.78,Fast Moving,Profit
129,Sports,Outdoor Gear,North,Spring,364.29,303.97,177,67.0,0.16,54162.64,53802.69,359.95,0.66,Slow Moving,Profit
130,Clothing,Footwear,North,Autumn,1194.82,569.73,179,33.0,0.06,201040.41,101981.67,99058.74,49.27,Fast Moving,Profit
131,Sports,Apparel,South,Winter,941.78,659.24,30,51.0,0.09,25710.59,19777.2,5933.39,23.08,Fast Moving,Profit
132,Sports,Apparel,East,Summer,1053.54,659.84,114,68.0,0.15,102088.03,75221.76,26866.27,26.32,Slow Moving,Profit
133,Sports,Apparel,East,Winter,372.04,295.67,103,28.0,0.27,27973.69,30454.01,-2480.32,-8.87,Fast Moving,Loss
134,Electronics,Mobile Phones,West,Spring,60.52,31.01,178,78.0,0.26,7971.69,5519.78,2451.91,30.76,Slow Moving,Profit
135,Clothing,Footwear,North,Spring,451.72,245.03,187,81.0,0.1,76024.48,45820.61,30203.87,39.73,Slow Moving,Profit
136,Clothing,Mens Wear,East,Autumn,1308.96,713.74,162,32.0,0.24,161159.16,115625.88,45533.28,28.25,Fast Moving,Profit
137,Food & Beverage,Beverages,West,Winter,1615.63,1349.15,165,9.0,0.1,239921.06,222609.75,17311.31,7.22,Fast Moving,Profit
138,Sports,Outdoor Gear,East,Summer,180.16,96.05,147,23.0,0.04,25424.18,14119.35,11304.83,44.46,Fast Moving,Profit
139,Sports,Apparel,West,Spring,848.63,684.9,47,15.0,0.25,29914.21,32190.3,-2276.09,-7.61,Fast Moving,Loss
140,Electronics,Cameras,East,Autumn,543.45,380.23,166,82.0,0.23,69463.78,63118.18,6345.6,9.14,Slow Moving,Profit
141,Furniture,Office Chairs,South,Spring,595.99,494.3,86,82.0,0.17,42541.77,42509.8,31.97,0.08,Slow Moving,Profit
142,Food & Beverage,Beverages,East,Winter,372.39,239.79,14,20.0,0.22,4066.5,3357.06,709.44,17.45,Fast Moving,Profit
143,Electronics,Mobile Phones,North,Spring,523.2,264.6,4,82.0,0.25,1569.6,1058.4,511.2,32.57,Slow Moving,Profit
144,Furniture,Tables,West,Spring,555.37,373.03,153,113.0,0.15,72225.87,57073.59,15152.28,20.98,Slow Moving,Profit
145,Furniture,Lamps,East,Spring,31.88,16.09,57,44.0,0.08,1671.79,917.13,754.66,45.14,Fast Moving,Profit
146,Food & Beverage,Snacks,North,Spring,358.99,292.85,154,1.0,0.12,48650.32,45098.9,3551.42,7.3,Fast Moving,Profit
147,Food & Beverage,Beverages,West,Summer,340.9,254.04,51,17.0,0.02,17038.18,12956.04,4082.14,23.96,Fast Moving,Profit
148,Furniture,Shelving,West,Autumn,717.79,529.46,39,85.0,0.18,22954.92,20648.94,2305.98,10.05,Slow Moving,Profit
149,Electronics,Mobile Phones,East,Autumn,1908.63,961.95,56,72.0,0.02,104745.61,53869.2,50876.41,48.57,Slow Moving,Profit
150,Food & Beverage,Snacks,East,Summer,1250.43,799.89,73,1.0,0.02,89455.76,58391.97,31063.79,34.73,Fast Moving,Profit
151,Sports,Gym Equipment,North,Spring,1412.8,973.86,25,44.0,0.24,26843.2,24346.5,2496.7,9.3,Fast Moving,Profit
152,Furniture,Lamps,East,Summer,20.46,10.05,101,78.0,0.03,2004.47,1015.05,989.42,49.36,Slow Moving,Profit
153,Sports,Gym Equipment,North,Spring,1900.97,1194.57,47,58.0,0.23,68796.1,56144.79,12651.31,18.39,Fast Moving,Profit
154,Clothing,Mens Wear,South,Winter,1699.9,934.72,89,55.0,0.19,122545.79,83190.08,39355.71,32.12,Fast Moving,Profit
155,Furniture,Office Chairs,North,Summer,88.46,64.77,199,50.0,0.04,16899.4,12889.23,4010.17,23.73,Fast Moving,Profit
156,Clothing,Kids Wear,North,Autumn,1849.55,1550.71,82,24.0,0.22,118297.22,127158.22,-8861.0,-7.49,Fast Moving,Loss
157,Sports,Supplements,East,Autumn,645.01,504.12,17,19.0,0.17,9101.09,8570.04,531.05,5.84,Fast Moving,Profit
158,Food & Beverage,Snacks,South,Autumn,1395.61,817.76,183,43.0,0.12,224749.03,149650.08,75098.95,33.41,Fast Moving,Profit
159,Clothing,Kids Wear,East,Winter,1083.59,830.34,153,32.0,0.13,144236.66,127042.02,17194.64,11.92,Fast Moving,Profit
160,Furniture,Lamps,South,Summer,58.56,46.73,158,124.0,0.0,9252.48,7383.34,1869.14,20.2,Slow Moving,Profit
161,Food & Beverage,Snacks,North,Summer,1878.74,1445.72,39,66.0,0.08,67409.19,56383.08,11026.11,16.36,Slow Moving,Profit
162,Furniture,Tables,South,Spring,679.38,447.72,65,76.0,0.07,41068.52,29101.8,11966.72,29.14,Slow Moving,Profit
163,Electronics,Cameras,North,Summer,601.04,475.5,146,21.0,0.2,70201.47,69423.0,778.47,1.11,Fast Moving,Profit
164,Furniture,Lamps,East,Summer,1598.0,884.64,124,65.0,0.13,172392.24,109695.36,62696.88,36.37,Slow Moving,Profit
165,Food & Beverage,Beverages,West,Autumn,1808.41,1529.33,199,18.0,0.18,295096.34,304336.67,-9240.33,-3.13,Fast Moving,Loss
166,Food & Beverage,Snacks,South,Summer,103.42,62.43,169,24.0,0.06,16429.3,10550.67,5878.63,35.78,Fast Moving,Profit
167,Electronics,Cameras,West,Summer,1603.53,1125.54,177,110.0,0.16,238412.84,199220.58,39192.26,16.44,Slow Moving,Profit
168,Furniture,Tables,East,Summer,987.46,837.89,3,99.0,0.24,2251.41,2513.67,-262.26,-11.65,Slow Moving,Loss
169,Clothing,Womens Wear,North,Winter,1498.26,695.11,68,13.0,0.26,75392.44,47267.48,28124.96,37.3,Fast Moving,Profit
170,Electronics,Cameras,East,Winter,958.59,448.38,76,63.0,0.01,72124.31,34076.88,38047.43,52.75,Slow Moving,Profit
171,Food & Beverage,Dairy,West,Spring,1106.21,536.28,124,1.0,0.22,106992.63,66498.72,40493.91,37.85,Fast Moving,Profit
172,Sports,Outdoor Gear,South,Spring,448.16,324.16,197,30.0,0.3,61801.26,63859.52,-2058.26,-3.33,Fast Moving,Loss
173,Sports,Outdoor Gear,West,Spring,966.37,663.86,186,82.0,0.16,150985.65,123477.96,27507.69,18.22,Slow Moving,Profit
174,Food & Beverage,Snacks,North,Spring,1758.47,1352.21,168,31.0,0.15,274743.35,227171.28,47572.07,17.32,Fast Moving,Profit
175,Food & Beverage,Packaged Foods,North,Spring,1675.66,1221.54,170,21.0,0.06,267770.47,207661.8,60108.67,22.45,Fast Moving,Profit
176,Clothing,Mens Wear,East,Spring,1744.97,805.65,23,17.0,0.0,40134.31,18529.95,21604.36,53.83,Fast Moving,Profit
177,Furniture,Shelving,North,Summer,1818.32,819.06,2,90.0,0.0,3636.64,1638.12,1998.52,54.96,Slow Moving,Profit
178,Food & Beverage,Snacks,South,Autumn,1962.56,1379.14,98,40.0,0.19,155788.01,135155.72,20632.29,13.24,Fast Moving,Profit
179,Food & Beverage,Snacks,East,Winter,222.89,168.15,74,38.0,0.12,14514.6,12443.1,2071.5,14.271836633458722,Fast Moving,Profit
180,Food & Beverage,Dairy,South,Spring,213.99,176.52,96,10.0,0.23,15818.14,16945.92,-1127.78,-7.13,Fast Moving,Loss
181,Electronics,Accessories,East,Winter,1419.26,676.9,138,46.0,0.02,191940.72,93412.2,98528.52,51.33,Fast Moving,Profit
182,Sports,Outdoor Gear,South,Summer,1947.24,1630.91,164,44.0,0.19,258671.36,267469.24,-8797.88,-3.4,Fast Moving,Loss
183,Sports,Supplements,North,Winter,58.93,27.04,134,67.0,0.08,7264.89,3623.36,3641.53,50.13,Slow Moving,Profit
184,Electronics,Mobile Phones,South,Summer,1994.28,1237.4,141,50.0,0.26,208083.18,174473.4,33609.78,16.15,Fast Moving,Profit
185,Food & Beverage,Dairy,East,Spring,1390.43,748.48,130,1.0,0.04,173525.66,97302.4,76223.26,43.93,Fast Moving,Profit
186,Electronics,Cameras,North,Summer,310.61,193.49,21,74.0,0.27,4761.65,4063.29,698.36,14.67,Slow Moving,Profit
187,Clothing,Mens Wear,East,Winter,801.21,448.43,131,7.0,0.22,81867.64,58744.33,23123.31,28.24,Fast Moving,Profit
188,Electronics,Mobile Phones,North,Autumn,71.96,51.14,12,36.0,0.15,716.72,613.68,103.04,14.38,Fast Moving,Profit
189,Furniture,Lamps,West,Autumn,1936.7,1015.24,145,122.0,0.01,278013.29,147209.8,130803.49,47.05,Slow Moving,Profit
190,Furniture,Lamps,North,Winter,1842.49,1283.59,46,40.0,0.14,72888.9,59045.14,13843.76,18.99,Fast Moving,Profit
191,Food & Beverage,Beverages,East,Spring,1218.54,669.0,9,14.0,0.15,10747.52,6021.0,4726.52,43.98,Fast Moving,Profit
192,Electronics,Mobile Phones,West,Winter,627.62,396.71,72,44.0,0.14,38862.23,28563.12,10299.11,26.5,Fast Moving,Profit
193,Sports,Outdoor Gear,South,Autumn,1204.04,682.29,45,50.0,0.22,42261.8,30703.05,11558.75,27.35,Fast Moving,Profit
194,Furniture,Office Chairs,North,Winter,1973.46,1000.54,80,99.0,0.14,135774.05,80043.2,55730.85,41.05,Slow Moving,Profit
195,Sports,Supplements,North,Summer,1553.85,1284.25,97,27.0,0.11,134143.87,124572.25,9571.62,7.14,Fast Moving,Profit
196,Electronics,Laptops,North,Winter,722.02,417.93,166,60.0,0.17,99479.92,69376.38,30103.54,30.26,Fast Moving,Profit
197,Food & Beverage,Beverages,South,Summer,1644.67,767.19,172,20.0,0.21,223477.76,131956.68,91521.08,40.95,Fast Moving,Profit
198,Clothing,Womens Wear,North,Summer,1237.04,859.96,41,14.0,0.21,40067.73,35258.36,4809.37,12.0,Fast Moving,Profit
199,Clothing,Footwear,West,Summer,1254.36,957.54,111,32.0,0.25,104425.47,106286.94,-1861.47,-1.78,Fast Moving,Loss
200,Electronics,Cameras,East,Spring,336.36,210.37,12,79.0,0.07,3753.78,2524.44,1229.34,32.75,Slow Moving,Profit
201,Food & Beverage,Snacks,North,Spring,1235.33,718.48,100,26.0,0.13,107473.71,71848.0,35625.71,33.15,Fast Moving,Profit
202,Sports,Apparel,West,Summer,51.51,36.64,37,52.0,0.3,1334.11,1355.68,-21.57,-1.62,Fast Moving,Loss
